"X","id","priceLabel","name","brandId","brandName","imageLink","desc","vendor","striped","material"
2905,464131575,95,"Hermès Tie",1274,"Hermes","http://bim.shopstyle.com/pim/d7/1f/d71f68a622273bd7ff2e10444a1c1183_best.jpg","Men's light yellow Hermès silk printed necktie.","TheRealReal","_print","_silk"
2906,464134363,95,"Hermès Tie",1274,"Hermes","http://bim.shopstyle.com/pim/6c/87/6c87a49b6443c704cdfbf71888966c8b_best.jpg","Men's olive green Hermès silk printed necktie.","TheRealReal","_print","_silk"
2907,464135880,95,"Hermès Tie",1274,"Hermes","http://bim.shopstyle.com/pim/9b/bb/9bbbf4b590c935eac21040be54cb2e57_best.jpg","Men's mustard Hermès silk printed necktie.","TheRealReal","_print","_silk"
2908,464135881,95,"Hermès Tie",1274,"Hermes","http://bim.shopstyle.com/pim/e7/6a/e76a3872184536b51f4b62c023e83e6a_best.jpg","Men's slate and brown Hermès silk printed necktie.","TheRealReal","_print","_silk"
2909,464135887,95,"Hermès Tie",1274,"Hermes","http://bim.shopstyle.com/pim/2f/ec/2fec5feed899b25f006f9ac378c9c444_best.jpg","Men's brown Hermès silk printed necktie.","TheRealReal","_print","_silk"
2910,464135894,95,"Hermès Tie",1274,"Hermes","http://bim.shopstyle.com/pim/01/cb/01cb7bdf421d1d5b90e968799bcfd4f0_best.jpg","Men's red Hermès silk floral print necktie.","TheRealReal","_print","_silk"
2911,464136919,95,"Hermès Tie",1274,"Hermes","http://bim.shopstyle.com/pim/7d/90/7d9024a5656ff5f8d7a5de9819cd05a6_best.jpg","Men's peach, tan and brown Hermès silk necktie with chain motif.","TheRealReal","unknown","_silk"
2912,464136923,95,"Hermès Tie",1274,"Hermes","http://bim.shopstyle.com/pim/59/1d/591d6ea4b58f0f8eeaf1b1110eb07611_best.jpg","Men's moss, saffron and multicolor Hermès silk necktie with centaur and horseman motif.","TheRealReal","unknown","_silk"
2913,464138428,95,"Hermès Tie",1274,"Hermes","http://bim.shopstyle.com/pim/ea/5b/ea5bcebb0dc91e03316bda0d5f0fdc3b_best.jpg","Men's red and multicolor Hermès woven printed silk tie with ornate pattern throughout.","TheRealReal","_print","_silk"
2914,461793061,95,"Hermès Tie",1274,"Hermes","http://bim.shopstyle.com/pim/4a/7c/4a7c30e58cf448ba2ffb794cbf1d6fea_best.jpg","Men's burgundy, orange and multicolor Hermès silk necktie with horse motif.","TheRealReal","unknown","_silk"
2915,461793074,95,"Hermès Tie",1274,"Hermes","http://bim.shopstyle.com/pim/6c/1f/6c1f96baadb5fa9c90d42389d909edf3_best.jpg","Men's navy, red and multicolor Hermès silk necktie with lotus motif.","TheRealReal","unknown","_silk"
2916,461793078,95,"Hermès Tie",1274,"Hermes","http://bim.shopstyle.com/pim/48/ae/48ae72ef16857589b383de95bada9449_best.jpg","Men's navy, green and multicolor Hermès silk necktie with floral motif.","TheRealReal","unknown","_silk"
2917,464434701,95,"Hermès Tie",1274,"Hermes","http://bim.shopstyle.com/pim/c3/a1/c3a1f2f8071ce66686b0616818d3aff2_best.jpg","Men's brown, blue and multicolor Hermès silk necktie with tulip motif.","TheRealReal","unknown","_silk"
2919,463443478,95,"Hermès Tie",1274,"Hermes","http://bim.shopstyle.com/pim/5e/fb/5efba4dc3f8ac676b4eef2c916470c6a_best.jpg","Men's raspberry, bone and tan Hermès silk necktie with chain motif.","TheRealReal","unknown","_silk"
2921,464715726,95,"Hermès Tie",1274,"Hermes","http://bim.shopstyle.com/pim/e3/5e/e35ef624237916484d4608434e48d7c5_best.jpg","Men's brown, putty and orange Hermès silk necktie with boot motif.","TheRealReal","unknown","_silk"
2922,464744888,95,"Hermès Tie",1274,"Hermes","http://bim.shopstyle.com/pim/c4/1f/c41fc73cc6a90501d70d4cc961e21073_best.jpg","Men's purple and multicolor Hermès silk printed tie.","TheRealReal","_print","_silk"
2923,464745977,75,"Hermès Tie",1274,"Hermes","http://bim.shopstyle.com/pim/ac/bd/acbd5a46873cc582283876d4a6f2f599_best.jpg","Men's red, mustard and multicolor Hermès silk necktie with watermelon and orange motif.","TheRealReal","unknown","_silk"
2924,464745980,75,"Hermès Tie",1274,"Hermes","http://bim.shopstyle.com/pim/0e/8f/0e8f615f752a7209e2a782c2a60f120e_best.jpg","Men's navy, red and multicolor Hermès silk necktie with hat motif.","TheRealReal","unknown","_silk"
2925,464745981,95,"Hermès Tie",1274,"Hermes","http://bim.shopstyle.com/pim/e1/42/e14233e9d8b99e1ed7d81d2cd7bc4efb_best.jpg","Men's pink, grey and multicolor Hermès silk necktie with belt motif.","TheRealReal","unknown","_silk"
2927,463524507,75,"Hermès Tie",1274,"Hermes","http://bim.shopstyle.com/pim/76/9d/769d4e324d093516c002476dce9f2158_best.jpg","Men's green, red and tan Hermès silk necktie with pinwheel motif.","TheRealReal","unknown","_silk"
2928,464973504,95,"Hermès Tie",1274,"Hermes","http://bim.shopstyle.com/pim/9d/a5/9da55181a128d11b7dd909be74e12746_best.jpg","Men's cream Hermès silk printed necktie.","TheRealReal","_print","_silk"
2929,464975729,95,"Hermès Tie",1274,"Hermes","http://bim.shopstyle.com/pim/cd/47/cd4747369b4ec26e31dfd83912f2973a_best.jpg","Men's light green and blue Hermès silk dolphin print tie.","TheRealReal","_print","_silk"
2930,464976506,95,"Hermès Tie",1274,"Hermes","http://bim.shopstyle.com/pim/c1/f8/c1f801f072c803b97ea5c8c7a2319d3d_best.jpg","Men's blue, green, red and yellow Hermès silk printed tie.","TheRealReal","_print","_silk"
2931,464977127,75,"Hermès Tie",1274,"Hermes","http://bim.shopstyle.com/pim/a4/f3/a4f33792755b0e2dbda632a4a4aa28a4_best.jpg","Men's burgundy, sand and multicolor Hermès silk necktie with geometric design.","TheRealReal","unknown","_silk"
2932,464977130,75,"Hermès Tie",1274,"Hermes","http://bim.shopstyle.com/pim/1d/fe/1dfecba1489227931685a3f263dcc196_best.jpg","Men's blue, brown and multicolor Hermès silk necktie with leaf motif.","TheRealReal","unknown","_silk"
2933,465078921,75,"Hermès Tie",1274,"Hermes","http://bim.shopstyle.com/pim/db/c9/dbc96716e40c0f5995291edfeee4ad75_best.jpg","Men's brown, blue and multicolor Hermès silk necktie with geometric design throughout.","TheRealReal","unknown","_silk"
2934,465078922,75,"Hermès Tie",1274,"Hermes","http://bim.shopstyle.com/pim/4f/c4/4fc45b6617338c6b1d4caaf23e7859fa_best.jpg","Men's red, saffron and multicolor Hermès silk necktie with butterfly motif.","TheRealReal","unknown","_silk"
2935,465078966,75,"Hermès Tie",1274,"Hermes","http://bim.shopstyle.com/pim/c2/63/c263a40caf08429fbe0b9aa5d5767c38_best.jpg","Men's steel blue, tan and multicolor Hermès silk necktie with floral motif.","TheRealReal","unknown","_silk"
2936,465078967,75,"Hermès Tie",1274,"Hermes","http://bim.shopstyle.com/pim/1e/3e/1e3e58be303c61105c1a4000eccafb91_best.jpg","Men's red, sand and multicolor Hermès silk necktie with tomato motif.","TheRealReal","unknown","_silk"
2937,465078969,75,"Hermès Tie",1274,"Hermes","http://bim.shopstyle.com/pim/7a/11/7a11ceac672218852fa819acef6a1e1c_best.jpg","Men's steel blue, tan and multicolor Hermès silk necktie with magical story and fox motif.","TheRealReal","unknown","_silk"
2938,465078970,75,"Hermès Tie",1274,"Hermes","http://bim.shopstyle.com/pim/52/26/52268a38d525e196806e45cfc47bebc1_best.jpg","Men's tan, bone and multicolor Hermès silk necktie with flowerpot motif.","TheRealReal","unknown","_silk"
2939,465078971,95,"Hermès Tie",1274,"Hermes","http://bim.shopstyle.com/pim/f0/50/f05035c2d6ada452347782ca58523b7b_best.jpg","Men's light yellow, ice blue and multicolor Hermès silk necktie with chain motif.","TheRealReal","unknown","_silk"
2941,465343528,95,"Hermès Tie",1274,"Hermes","http://bim.shopstyle.com/pim/82/dc/82dc7737c1b7d0e7b9ee598384608732_best.jpg","Men's navy blue Hermès silk kangaroo print tie.","TheRealReal","_print","_silk"
2942,465343901,95,"Hermès Tie",1274,"Hermes","http://bim.shopstyle.com/pim/d5/93/d593e417b77825669fd480b1a91af49b_best.jpg","Men's yellow Hermès silk printed tie.","TheRealReal","_print","_silk"
2943,465565497,95,"Hermès Tie",1274,"Hermes","http://bim.shopstyle.com/pim/08/09/0809333162616eaea45b4e9c80e5a5d6_best.jpg","Men's black, burgundy and multicolor Hermès silk necktie with striped chain motif.","TheRealReal","_striped","_silk"
2944,465565498,95,"Hermès Tie",1274,"Hermes","http://bim.shopstyle.com/pim/7f/af/7faf54f6a0dd5e0cdccba28547fb7176_best.jpg","Men's red, brown and black Hermès silk necktie with rope chain motif.","TheRealReal","unknown","_silk"
2945,465699466,95,"Hermès Tie",1274,"Hermes","http://bim.shopstyle.com/pim/ca/99/ca998f18dd3b86df2d37a1f515d5af32_best.jpg","Men's blue and ivory Hermès silk necktie with ornate rope motif throughout.","TheRealReal","unknown","_silk"
2946,465699468,95,"Hermès Tie",1274,"Hermes","http://bim.shopstyle.com/pim/7f/6e/7f6e1c8a3d8f76f65e5608895e542ad5_best.jpg","Men's pink and navy Hermès silk necktie with ornate dtripe and deconstructed polka dot design.","TheRealReal","_polkadot","_silk"
2947,465699469,95,"Hermès Tie",1274,"Hermes","http://bim.shopstyle.com/pim/fc/e6/fce67594e75de3ec714d5a79c5ded441_best.jpg","Men's green, navy and multicolor Hermès silk necktie with lily pad and lotus design throughout.","TheRealReal","unknown","_silk"
2948,465700116,95,"Hermès Tie",1274,"Hermes","http://bim.shopstyle.com/pim/d5/fa/d5fabba8ad210bddecf31f8869e00ca6_best.jpg","Men's olive green Hermès silk horse print tie.","TheRealReal","_print","_silk"
2949,465700117,95,"Hermès Tie",1274,"Hermes","http://bim.shopstyle.com/pim/78/8a/788aaa29aadcaab05bcb703ecb7906c8_best.jpg","Men's olive grey Hermès silk printed tie.","TheRealReal","_print","_silk"
2950,463520768,95,"Hermès Tie",1274,"Hermes","http://bim.shopstyle.com/pim/d0/5a/d05a1cacfeb42ef8d6b8ec0ad67f6006_best.jpg","Men's purple Hermès silk printed necktie.","TheRealReal","_print","_silk"
2954,462632367,95,"Hermès Tie",1274,"Hermes","http://bim.shopstyle.com/pim/2f/6a/2f6adb404b052fb454fda72ad8568bdd_best.jpg","Men's orchid Hermès silk printed necktie.","TheRealReal","_print","_silk"
2956,465810488,95,"Hermès Tie",1274,"Hermes","http://bim.shopstyle.com/pim/dd/84/dd8428d4e7c4e521aadd781487dd6dea_best.jpg","Men's yellow Hermès silk umbrella print tie.","TheRealReal","_print","_silk"
2957,465810490,95,"Hermès Tie",1274,"Hermes","http://bim.shopstyle.com/pim/04/8d/048df924e99c61eb531f23d2ee9710b5_best.jpg","Men's grass Hermès silk H print tie.","TheRealReal","_print","_silk"
2959,465810863,95,"Hermès Tie",1274,"Hermes","http://bim.shopstyle.com/pim/5f/52/5f52cd1e9b05611cdc2eb087c309655f_best.jpg","Men's pink Hermès silk iridescent embroidered tie.","TheRealReal","unknown","_silk"
2960,465810866,95,"Hermès Tie",1274,"Hermes","http://bim.shopstyle.com/pim/32/76/32766fa665f668139b8c36eeb2833d19_best.jpg","Men's pink Hermès silk striped tie.","TheRealReal","_striped","_silk"
2964,465847003,95,"Hermès Tie",1274,"Hermes","http://bim.shopstyle.com/pim/d0/b2/d0b2d0adb017b051c6cfbf31cdb9dfe0_best.jpg","Men's mango Hermès silk printed tie.","TheRealReal","_print","_silk"
2965,465847018,95,"Hermès Tie",1274,"Hermes","http://bim.shopstyle.com/pim/ed/03/ed0337292043d26b2570afc55ed30feb_best.jpg","Men's light green Hermès silk ice fishing print tie.","TheRealReal","_print","_silk"
2966,465847030,95,"Hermès Tie",1274,"Hermes","http://bim.shopstyle.com/pim/24/26/2426e0bf24c6a098573db795233b0c36_best.jpg","Men's navy blue Hermès silk iconic figure print tie.","TheRealReal","_print","_silk"
2968,465847394,95,"Hermès Tie",1274,"Hermes","http://bim.shopstyle.com/pim/4b/2c/4b2cfcaf536d57fca20fc922a9a5339b_best.jpg","Men's navy blue Hermès silk embroidered tie. Includes original box.","TheRealReal","unknown","_silk"
2969,465847419,95,"Hermès Tie",1274,"Hermes","http://bim.shopstyle.com/pim/21/8e/218e1b7110592c7f893fcd226c822722_best.jpg","Men's red Hermès silk printed tie.","TheRealReal","_print","_silk"
2970,465847420,95,"Hermès Tie",1274,"Hermes","http://bim.shopstyle.com/pim/99/dc/99dc329ff4b4b59189af6ce777fb8401_best.jpg","Men's green Hermès silk bird and plane print tie.","TheRealReal","_print","_silk"
2971,465847423,95,"Hermès Tie",1274,"Hermes","http://bim.shopstyle.com/pim/48/fd/48fdbb242169a88832fef806de17ca6f_best.jpg","Men's blue Hermès silk printed tie.","TheRealReal","_print","_silk"
2972,465896690,95,"Hermès Tie",1274,"Hermes","http://bim.shopstyle.com/pim/71/c0/71c0fdb134dea746f6a1197c5fbfb402_best.jpg","Men's navy, green and yellow Hermès silk necktie with geometric motif.","TheRealReal","unknown","_silk"
2973,465896691,95,"Hermès Tie",1274,"Hermes","http://bim.shopstyle.com/pim/2f/23/2f231a4c761fbc7f6e109c4167a8d7d1_best.jpg","Men's navy, yellow and steel blue Hermès silk necktie with star motif.","TheRealReal","unknown","_silk"
2974,465896692,95,"Hermès Tie",1274,"Hermes","http://bim.shopstyle.com/pim/16/34/1634e07dad224237469ebfce3cdc490a_best.jpg","Men's navy, red and orange Hermès silk necktie with ornate motif.","TheRealReal","unknown","_silk"
2980,466051169,95,"Hermès Tie",1274,"Hermes","http://bim.shopstyle.com/pim/41/93/41931a277d0a6cccd3753ebb5a96667e_best.jpg","Men's forest green Hermès silk cotton print tie.","TheRealReal","_print","_cotton"
2981,466051172,95,"Hermès Tie",1274,"Hermes","http://bim.shopstyle.com/pim/c7/9f/c79f3fb63bfa65730a1a58818f68d1e8_best.jpg","Men's navy blue Hermès silk cotton print tie.","TheRealReal","_print","_cotton"
2982,466051173,95,"Hermès Tie",1274,"Hermes","http://bim.shopstyle.com/pim/2a/c7/2ac715e9de88370cd49e3316b6118f85_best.jpg","Men's light blue Hermès silk cotton print tie.","TheRealReal","_print","_cotton"
2983,461789681,95,"Hermès Tie",1274,"Hermes","http://bim.shopstyle.com/pim/71/52/71523aece640ffee3397ced4ac155731_best.jpg","Men's red Hermès mushroom print tie.","TheRealReal","_print","unknown"
2986,466136818,95,"Hermès Tie",1274,"Hermes","http://bim.shopstyle.com/pim/90/13/9013010ad93d27355365e60e0c8eff9d_best.jpg","Men's Hermès silk tie with basket and berry motif.","TheRealReal","unknown","_silk"
2998,466137992,95,"Hermès Tie",1274,"Hermes","http://bim.shopstyle.com/pim/eb/8f/eb8f3025573b44825b478c2e052245c3_best.jpg","Men's navy blue Hermès silk printed tie.","TheRealReal","_print","_silk"
2999,466137994,95,"Hermès Tie",1274,"Hermes","http://bim.shopstyle.com/pim/06/72/0672b47989b1931d835fee53bdfb982b_best.jpg","Men's fuchsia and light blue Hermès silk printed tie.","TheRealReal","_print","_silk"
3000,466137995,95,"Hermès Tie",1274,"Hermes","http://bim.shopstyle.com/pim/7a/4d/7a4d680a9e8f4ad67c436e815e92d99c_best.jpg","Men's burgundy and red Hermès silk printed tie.","TheRealReal","_print","_silk"
3001,466137996,95,"Hermès Tie",1274,"Hermes","http://bim.shopstyle.com/pim/58/7a/587a4590d7b4f1959002bee75ea13a19_best.jpg","Men's red and light blue Hermès silk printed tie.","TheRealReal","_print","_silk"
3002,466137997,95,"Hermès Tie",1274,"Hermes","http://bim.shopstyle.com/pim/9d/90/9d9029d172a1f17ca71702a78e9c50d0_best.jpg","Men's light yellow Hermès silk cotton print tie.","TheRealReal","_print","_cotton"
3156,461282440,101.8,"Hermès Vintage classic tie",1274,"Hermes","http://bim.shopstyle.com/pim/2b/44/2b4472bbf47d7f1fc9ced4bad66b41ba_best.jpg","Green silk classic 90s tie from Hermès Vintage featuring a pointed tip and a branded rear patch. Please note that vintage items are not new and therefore might have minor imperfections.","farfetch.com","unknown","_silk"
3274,444128518,124.19,"Hermès Vintage patterned tie",1274,"Hermes","http://bim.shopstyle.com/pim/3f/60/3f60b1e5507cf703ac5088391eedc4d8_best.jpg","Brown silk patterned tie from Hermès Vintage featuring a pointed tip and a printed logo. Please note that vintage items are not new and therefore might have minor imperfections. This item fits true to size.","farfetch.com","_print","_silk"
3523,465878928,160.73,"Hermès Vintage floral tie",1274,"Hermes","http://bim.shopstyle.com/pim/71/9d/719dcfd5540977efd4640921bfd519eb_best.jpg","Black and white silk floral tie from Hermès Vintage.","farfetch.com","unknown","_silk"
3525,465878948,160.73,"Hermès Vintage floral tie",1274,"Hermes","http://bim.shopstyle.com/pim/ee/2d/ee2d2334ed10604fcf28da687a177550_best.jpg","Red and green silk floral tie from Hermès Vintage. Please note that vintage items are not new and therefore might have minor imperfections.","farfetch.com","unknown","_silk"
3526,465878969,128.58,"Hermès Vintage chain link motif tie",1274,"Hermes","http://bim.shopstyle.com/pim/a5/48/a5487fa26b6e7aba596d946f7046c4b9_best.jpg","Tonal blue silk chain link motif tie from Hermès Vintage. Please note that vintage items are not new and therefore might have minor imperfections.","farfetch.com","unknown","_silk"
3528,465879060,128.58,"Hermès Vintage geometric pattern tie",1274,"Hermes","http://bim.shopstyle.com/pim/31/3b/313b43301b8f766710a8e93c5e328d48_best.jpg","Pink and white silk geometric pattern tie from Hermès Vintage. Please note that vintage items are not new and therefore might have minor imperfections.","farfetch.com","unknown","_silk"
3529,465879072,160.73,"Hermès Vintage chain link motif tie",1274,"Hermes","http://bim.shopstyle.com/pim/f1/e4/f1e499be76e2cd69287796e121329d10_best.jpg","Red and grey silk chain link motif tie from Hermès Vintage. Please note that vintage items are not new and therefore might have minor imperfections.","farfetch.com","unknown","_silk"
3530,465879537,128.58,"Hermès Vintage pumpkin motif tie",1274,"Hermes","http://bim.shopstyle.com/pim/7b/2a/7b2ad58cc54a07c044e3e274dc6b09c1_best.jpg","Orange silk pumpkin motif tie from Hermès Vintage. Please note that vintage items are not new and therefore might have minor imperfections.","farfetch.com","unknown","_silk"
3531,465879542,160.73,"Hermès Vintage dove motif tie",1274,"Hermes","http://bim.shopstyle.com/pim/d5/45/d545ab8101de9d68fcb3b74edb22b715_best.jpg","Pink and white silk dove motif tie from Hermès Vintage. Please note that vintage items are not new and therefore might have minor imperfections.","farfetch.com","unknown","_silk"
3533,465879585,160.73,"Hermès Vintage reindeer tie",1274,"Hermes","http://bim.shopstyle.com/pim/76/de/76dec18d8d34292a8744de0c8fbf5279_best.jpg","Blue silk reindeer tie from Hermès Vintage. Please note that vintage items are not new and therefore might have minor imperfections.","farfetch.com","unknown","_silk"
3534,465879588,160.73,"Hermès Vintage patterned tie",1274,"Hermes","http://bim.shopstyle.com/pim/2f/4e/2f4eb91a23aca9769ab388792f4f22e5_best.jpg","White and red silk patterned tie from Hermès Vintage. Please note that vintage items are not new and therefore might have minor imperfections.","farfetch.com","unknown","_silk"
3535,465879597,160.73,"Hermès Vintage geometric pattern tie",1274,"Hermes","http://bim.shopstyle.com/pim/50/31/50319a7fff8ee2a2f91d4be1247f1857_best.jpg","Blue silk geometric pattern tie from Hermès Vintage. Please note that vintage items are not new and therefore might have minor imperfections.","farfetch.com","unknown","_silk"
3536,465879598,160.73,"Hermès Vintage patterned tie",1274,"Hermes","http://bim.shopstyle.com/pim/34/62/34625987c5b9079b8a1a388bd95dd55a_best.jpg","Black and white silk patterned tie from Hermès Vintage. Please note that vintage items are not new and therefore might have minor imperfections.","farfetch.com","unknown","_silk"
3537,465879680,160.73,"Hermès Vintage owl motif tie",1274,"Hermes","http://bim.shopstyle.com/pim/4d/4e/4d4ef7286d55f6467585f6c7d0f0643f_best.jpg","Blue and red silk owl motif tie from Hermès Vintage. Please note that vintage items are not new and therefore might have minor imperfections.","farfetch.com","unknown","_silk"
3539,465879733,128.58,"Hermès Vintage classic tie",1274,"Hermes","http://bim.shopstyle.com/pim/28/84/2884eafb6bace40ee491d12f2623fe1c_best.jpg","Blue silk classic tie from Hermès Vintage. Please note that vintage items are not new and therefore might have minor imperfections.","farfetch.com","unknown","_silk"
3540,465879785,160.73,"Hermès Vintage sunflower tie",1274,"Hermes","http://bim.shopstyle.com/pim/41/75/4175a70d0a98e84442060fc9d45d6aeb_best.jpg","Blue and yellow silk sunflower tie from Hermès Vintage. Please note that vintage items are not new and therefore might have minor imperfections.","farfetch.com","unknown","_silk"
3541,465879800,160.73,"Hermès Vintage chain link motif tie",1274,"Hermes","http://bim.shopstyle.com/pim/ff/b5/ffb52194e8db4ed2e470ebf9b7d5fb65_best.jpg","Blue and grey silk chain link motif tie from Hermès Vintage. Please note that vintage items are not new and therefore might have minor imperfections.","farfetch.com","unknown","_silk"
3542,465879801,128.58,"Hermès Vintage geometric pattern tie",1274,"Hermes","http://bim.shopstyle.com/pim/0c/05/0c0547fd98201e22ef8206ad39daa651_best.jpg","Green and grey silk geometric pattern tie from Hermès Vintage. Please note that vintage items are not new and therefore might have minor imperfections.","farfetch.com","unknown","_silk"
3543,465879818,160.73,"Hermès Vintage chain link motif tie",1274,"Hermes","http://bim.shopstyle.com/pim/c9/bd/c9bd5e7dab342985e8523a9ea19b05ad_best.jpg","Green and grey silk chain link motif tie from Hermès Vintage. Please note that vintage items are not new and therefore might have minor imperfections.","farfetch.com","unknown","_silk"
3544,465879832,160.73,"Hermès Vintage horse motif tie",1274,"Hermes","http://bim.shopstyle.com/pim/6d/75/6d75affc67fbcfe13919c198ec01e731_best.jpg","Green and blue silk horse motif tie from Hermès Vintage. Please note that vintage items are not new and therefore might have minor imperfections.","farfetch.com","unknown","_silk"
3545,465879835,160.73,"Hermès Vintage zebra tie",1274,"Hermes","http://bim.shopstyle.com/pim/45/f2/45f2e17baa3aa589d33396d1238fe632_best.jpg","Pink and white silk zebra tie from Hermès Vintage. Please note that vintage items are not new and therefore might have minor imperfections.","farfetch.com","unknown","_silk"
3546,465879856,160.73,"Hermès Vintage tree motif tie",1274,"Hermes","http://bim.shopstyle.com/pim/3b/ea/3beac868b1df2509fab40016bb228981_best.jpg","Pink and yellow silk tree motif tie from Hermès Vintage. Please note that vintage items are not new and therefore might have minor imperfections.","farfetch.com","unknown","_silk"
3547,465879861,160.73,"Hermès Vintage patterned tie",1274,"Hermes","http://bim.shopstyle.com/pim/79/a8/79a8ccac4e3312cc26aaa16090b3cbe2_best.jpg","Tonal blue silk patterned tie from Hermès Vintage. Please note that vintage items are not new and therefore might have minor imperfections.","farfetch.com","unknown","_silk"
3548,465879882,128.58,"Hermès Vintage geometric pattern tie",1274,"Hermes","http://bim.shopstyle.com/pim/22/8b/228bdf6e47af44b69ec1ee6e3766a939_best.jpg","Purple and green silk geometric pattern tie from Hermès Vintage. Please note that vintage items are not new and therefore might have minor imperfections.","farfetch.com","unknown","_silk"
3550,465879960,160.73,"Hermès Vintage desert tie",1274,"Hermes","http://bim.shopstyle.com/pim/3b/25/3b2546ba276ba094761463a732a5dac0_best.jpg","Multicolour silk desert tie from Hermès Vintage. Please note that vintage items are not new and therefore might have minor imperfections.","farfetch.com","unknown","_silk"
3551,465879964,128.58,"Hermès Vintage ribbed tie",1274,"Hermes","http://bim.shopstyle.com/pim/64/4b/644bb71b1e768943555d9b24b7c9ae94_best.jpg","Dark blue silk ribbed tie from Hermès Vintage. Please note that vintage items are not new and therefore might have minor imperfections.","farfetch.com","unknown","_silk"
3552,465879984,160.73,"Hermès Vintage bear motif tie",1274,"Hermes","http://bim.shopstyle.com/pim/95/56/9556697a1860e6269f80d5e2d45d6d6e_best.jpg","Blue and brown silk bear motif tie from Hermès Vintage.","farfetch.com","unknown","_silk"
3553,465879995,160.73,"Hermès Vintage patterned tie",1274,"Hermes","http://bim.shopstyle.com/pim/e4/6c/e46c8fe776de85b205fecbb3f2100096_best.jpg","Black and white silk patterned tie from Hermès Vintage. Please note that vintage items are not new and therefore might have minor imperfections.","farfetch.com","unknown","_silk"
3554,465880009,160.73,"Hermès Vintage elephant tie",1274,"Hermes","http://bim.shopstyle.com/pim/40/ba/40ba2946e49b66a0e659fa1bac00a88d_best.jpg","Pink and grey silk elephant tie from Hermès Vintage. Please note that vintage items are not new and therefore might have minor imperfections.","farfetch.com","unknown","_silk"
3555,465880052,160.73,"Hermès Vintage paisley tie",1274,"Hermes","http://bim.shopstyle.com/pim/6e/3b/6e3bdf912159fe8aa741885cfe9bffd4_best.jpg","Multicolour silk paisley tie from Hermès Vintage. Please note that vintage items are not new and therefore might have minor imperfections.","farfetch.com","_paisley","_silk"
